route_id,stop_sequence,stop_id,latitude,longitude,distance_from_prev_km,road_type,planned_arrival,actual_arrival,time_window_open,time_window_close,planned_service_min,actual_service_min,planned_travel_min,actual_travel_min,delay_at_stop_min,missed_time_window,delay_probability,package_count,package_weight_kg
RT-0003,8,STP-19016,39.727562,237.9167197,59.47,rural,2025-05-22 22:24:16,2025-05-23 1:49:28,2025-05-22 22:05:16,2025-05-22 22:53:16,7.4,10.9,54.9,89.2,34.3,1,0.407,17,0.9
RT-0003,9,STP-82692,39.379627,238.0930367,41.54,rural,2025-05-22 23:09:58,2025-05-23 3:02:34,2025-05-22 22:56:58,2025-05-22 23:22:58,19.1,17.3,38.3,62.2,23.9,1,0.359,5,14
RT-0004,1,STP-82309,39.6234,238.0315477,31.02,highway,2025-05-04 10:06:29,2025-05-04 11:05:53,2025-05-04 9:52:29,2025-05-04 10:33:29,6.7,10.4,20.7,80.1,59.4,1,0.388,12,29.3
RT-0004,2,STP-29410,39.457872,237.7201007,32.43,highway,2025-05-04 10:34:47,2025-05-04 12:39:53,2025-05-04 10:23:47,2025-05-04 10:55:47,10.5,16.2,21.6,83.6,62,1,0.423,8,33.5
RT-0004,3,STP-56357,39.66807,238.2254847,49.23,highway,2025-05-04 11:18:05,2025-05-04 15:02:59,2025-05-04 11:04:05,2025-05-04 11:35:05,11.1,14.4,32.8,126.9,94.1,1,0.554,6,44.1
RT-0004,4,STP-13248,39.307616,238.2496957,40.13,highway,2025-05-04 11:55:59,2025-05-04 17:01:05,2025-05-04 11:38:59,2025-05-04 12:13:59,16.7,18.9,26.8,103.7,76.9,1,0.413,4,19.4
RT-0004,5,STP-15075,39.715156,237.8284637,57.96,highway,2025-05-04 12:51:17,2025-05-04 19:49:23,2025-05-04 12:32:17,2025-05-04 13:08:17,17.2,20.1,38.6,149.4,110.8,1,0.425,7,20.2
RT-0004,6,STP-46517,39.718612,238.2751367,38.21,highway,2025-05-04 13:33:59,2025-05-04 21:48:11,2025-05-04 13:11:59,2025-05-04 14:00:59,9.2,12.1,25.5,98.7,73.2,1,0.447,1,6.2
RT-0004,7,STP-44237,39.307141,238.2725247,45.75,highway,2025-05-04 14:13:41,2025-05-04 23:58:17,2025-05-04 13:50:41,2025-05-04 14:34:41,9,8,30.5,118,87.5,1,0.526,11,22.1
RT-0004,8,STP-77033,39.269387,238.2347067,5.31,highway,2025-05-04 14:26:11,2025-05-05 0:19:47,2025-05-04 14:03:11,2025-05-04 14:36:11,7.9,6.6,3.5,13.5,10,1,0.485,18,34.5
RT-0004,9,STP-97900,39.318221,237.9537817,24.78,highway,2025-05-04 14:50:35,2025-05-05 1:30:11,2025-05-04 14:21:35,2025-05-04 15:10:35,19.2,29.5,16.5,63.8,47.3,1,0.513,4,36.1
RT-0005,1,STP-86019,39.563997,237.8883537,21.01,rural,2025-05-16 15:33:00,2025-05-16 15:44:54,2025-05-16 15:07:00,2025-05-16 15:58:00,11.6,15.5,19.4,31.3,11.9,0,0.369,6,33.1
RT-0005,2,STP-47196,39.509271,238.0747687,17.11,rural,2025-05-16 16:00:24,2025-05-16 16:25:54,2025-05-16 15:43:24,2025-05-16 16:19:24,10,14.5,15.8,25.5,9.7,1,0.255,7,7.8
RT-0005,3,STP-16057,39.346906,237.9800857,19.8,rural,2025-05-16 16:28:42,2025-05-16 17:09:54,2025-05-16 16:05:42,2025-05-16 16:58:42,17.7,15.2,18.3,29.5,11.2,1,0.326,13,25
RT-0005,4,STP-41979,39.288543,238.1075767,12.74,rural,2025-05-16 16:58:12,2025-05-16 17:44:06,2025-05-16 16:45:12,2025-05-16 17:21:12,18.4,27.4,11.8,19,7.2,1,0.254,17,23.5
RT-0005,5,STP-83060,39.349519,238.2040057,10.71,rural,2025-05-16 17:26:30,2025-05-16 18:27:30,2025-05-16 17:00:30,2025-05-16 17:53:30,11.8,17,9.9,16,6.1,1,0.33,15,30.8
RT-0005,6,STP-76162,39.456044,238.2391167,12.22,rural,2025-05-16 17:49:36,2025-05-16 19:02:42,2025-05-16 17:24:36,2025-05-16 18:13:36,11.7,10.8,11.3,18.2,6.9,1,0.262,8,42.1
RT-0006,1,STP-64377,39.44456,238.0205707,24.01,urban,2025-03-27 16:33:17,2025-03-27 16:37:41,2025-03-27 16:10:17,2025-03-27 16:55:17,11.2,10.8,36,40.4,4.4,0,0.271,19,47.3
RT-0006,2,STP-12560,39.714039,238.1543607,32.08,urban,2025-03-27 17:32:35,2025-03-27 17:42:29,2025-03-27 17:11:35,2025-03-27 17:51:35,10.7,8.6,48.1,54,5.9,0,0.241,14,27.1
RT-0006,3,STP-81582,39.679921,238.2336907,7.78,urban,2025-03-27 17:54:59,2025-03-27 18:04:11,2025-03-27 17:29:59,2025-03-27 18:04:59,12.3,12.5,11.7,13.1,1.4,0,0.168,13,36.3
RT-0006,4,STP-71261,39.751725,238.2834367,9.05,urban,2025-03-27 18:20:53,2025-03-27 18:31:59,2025-03-27 17:52:53,2025-03-27 18:48:53,13,19.8,13.6,15.3,1.7,0,0.223,3,32.3
RT-0006,5,STP-27786,39.720111,237.8040407,41.14,urban,2025-03-27 19:35:35,2025-03-27 20:01:05,2025-03-27 19:11:35,2025-03-27 19:55:35,8.9,9.5,61.7,69.3,7.6,1,0.158,13,14.3
RT-0006,6,STP-65255,39.351363,237.7441477,41.32,urban,2025-03-27 20:46:29,2025-03-27 21:20:11,2025-03-27 20:25:29,2025-03-27 21:03:29,5.3,6.5,62,69.6,7.6,1,0.22,2,37.8
RT-0006,7,STP-42411,39.319616,237.7072317,4.75,urban,2025-03-27 20:58:53,2025-03-27 21:34:41,2025-03-27 20:45:53,2025-03-27 21:26:53,7.3,6.6,7.1,8,0.9,1,0.28,15,35.1
RT-0006,8,STP-58351,39.300673,238.0593517,30.37,urban,2025-03-27 21:51:47,2025-03-27 22:32:29,2025-03-27 21:36:47,2025-03-27 22:10:47,16.2,14.4,45.6,51.2,5.6,1,0.112,1,46.5
RT-0006,9,STP-85470,39.606408,238.2699077,38.5,urban,2025-03-27 23:05:47,2025-03-27 23:51:47,2025-03-27 22:53:47,2025-03-27 23:33:47,10.9,15,57.8,64.9,7.1,1,0.228,8,5.5
RT-0006,10,STP-49529,39.710176,238.0552507,21.7,urban,2025-03-27 23:49:11,2025-03-28 0:43:17,2025-03-27 23:38:11,2025-03-28 0:10:11,6.8,10.8,32.5,36.5,4,1,0.197,12,3.9
RT-0007,1,STP-42177,39.698439,237.7470017,19.98,mountain,2025-03-26 10:48:31,2025-03-26 11:25:37,2025-03-26 10:24:31,2025-03-26 11:16:31,18.2,18.1,26.6,63.7,37.1,1,0.558,13,17.2
RT-0007,2,STP-74789,39.710572,237.8041077,5.07,mountain,2025-03-26 11:13:31,2025-03-26 12:00:01,2025-03-26 10:53:31,2025-03-26 11:31:31,8.2,11.8,6.8,16.3,9.5,1,0.612,9,28
RT-0007,3,STP-77715,39.768838,237.7463717,8.15,mountain,2025-03-26 11:32:37,2025-03-26 12:37:55,2025-03-26 11:15:37,2025-03-26 11:57:37,15.8,18.8,10.9,26.1,15.2,1,0.566,16,22.7
RT-0007,4,STP-12260,39.255832,237.8279617,57.47,mountain,2025-03-26 13:05:01,2025-03-26 16:00:19,2025-03-26 12:37:01,2025-03-26 13:26:01,15.4,16.1,76.6,183.6,107,1,0.531,17,17.5
RT-0008,1,STP-78765,39.558074,238.2833097,8.53,urban,2025-03-30 8:49:10,2025-03-30 8:57:28,2025-03-30 8:28:10,2025-03-30 9:04:10,17.5,18.1,12.8,21.1,8.3,0,0.343,18,6.8
RT-0008,2,STP-15965,39.784577,238.0270187,33.4,urban,2025-03-30 9:56:46,2025-03-30 10:38:16,2025-03-30 9:31:46,2025-03-30 10:09:46,15.5,14,50.1,82.7,32.6,1,0.457,19,14.6
RT-0008,3,STP-72746,39.464281,237.8056217,40.35,urban,2025-03-30 11:12:46,2025-03-30 12:32:10,2025-03-30 10:47:46,2025-03-30 11:25:46,5.8,9,60.5,99.9,39.4,1,0.447,13,24.8
RT-0008,4,STP-85631,39.577667,237.7271687,14.29,urban,2025-03-30 11:39:58,2025-03-30 13:16:28,2025-03-30 11:20:58,2025-03-30 11:51:58,7.2,9,21.4,35.3,13.9,1,0.481,4,28.1
RT-0008,5,STP-64548,39.563791,238.1694477,37.94,urban,2025-03-30 12:44:04,2025-03-30 14:59:22,2025-03-30 12:20:04,2025-03-30 13:08:04,8.4,10.2,56.9,93.9,37,1,0.342,19,49.5
RT-0008,6,STP-50026,39.541178,237.7311417,37.66,urban,2025-03-30 13:48:58,2025-03-30 16:42:52,2025-03-30 13:32:58,2025-03-30 14:18:58,19.4,17.1,56.5,93.3,36.8,1,0.325,3,8.3
RT-0008,7,STP-32782,39.531195,237.7889237,5.08,urban,2025-03-30 14:15:58,2025-03-30 17:12:28,2025-03-30 13:50:58,2025-03-30 14:34:58,11.1,15,7.6,12.5,4.9,1,0.289,10,35.5
RT-0008,8,STP-69510,39.242708,237.8350577,32.32,urban,2025-03-30 15:15:34,2025-03-30 18:47:34,2025-03-30 14:47:34,2025-03-30 15:31:34,9,12.9,48.5,80.1,31.6,1,0.368,18,11.6
RT-0009,1,STP-15224,39.733654,238.1357237,42.74,mountain,2025-02-02 12:12:22,2025-02-02 13:23:40,2025-02-02 11:55:22,2025-02-02 12:40:22,14.1,11.6,57,128.3,71.3,1,0.554,1,50
RT-0009,2,STP-98117,39.692853,238.0407517,9.3,mountain,2025-02-02 12:38:52,2025-02-02 14:03:10,2025-02-02 12:12:52,2025-02-02 13:08:52,16.4,15.4,12.4,27.9,15.5,1,0.525,9,9.5
RT-0009,3,STP-86720,39.461531,238.1835507,28.49,mountain,2025-02-02 13:33:16,2025-02-02 15:44:04,2025-02-02 13:10:16,2025-02-02 13:53:16,19.5,22.9,38,85.5,47.5,1,0.501,4,43
RT-0009,4,STP-53228,39.446987,237.9922847,16.5,mountain,2025-02-02 14:14:46,2025-02-02 16:56:28,2025-02-02 13:47:46,2025-02-02 14:25:46,14.9,16.7,22,49.5,27.5,1,0.527,11,13
RT-0009,5,STP-25194,39.782111,237.9375087,37.56,mountain,2025-02-02 15:19:46,2025-02-02 19:05:52,2025-02-02 14:52:46,2025-02-02 15:43:46,12.7,20.2,50.1,112.7,62.6,1,0.519,7,26.2
RT-0009,6,STP-91609,39.653866,238.0702487,18.23,mountain,2025-02-02 15:56:46,2025-02-02 20:20:46,2025-02-02 15:29:46,2025-02-02 16:10:46,16.4,15.8,24.3,54.7,30.4,1,0.622,15,44.1
RT-0010,1,STP-45838,39.449294,237.9845037,35.87,highway,2025-04-18 5:29:39,2025-04-18 5:50:09,2025-04-18 5:15:39,2025-04-18 5:51:39,12.1,14.1,23.9,44.4,20.5,0,0.308,20,25.7
RT-0010,2,STP-27892,39.718416,237.8607517,31.75,highway,2025-04-18 6:02:57,2025-04-18 6:43:39,2025-04-18 5:36:57,2025-04-18 6:20:57,16.9,19.1,21.2,39.4,18.2,1,0.434,10,36.4
RT-0010,3,STP-86931,39.547954,238.0909677,27.35,highway,2025-04-18 6:38:03,2025-04-18 7:36:33,2025-04-18 6:13:03,2025-04-18 6:59:03,18,20.8,18.2,33.8,15.6,1,0.336,18,19.2
RT-0010,4,STP-52176,39.721761,238.2834687,25.4,highway,2025-04-18 7:12:57,2025-04-18 8:28:45,2025-04-18 6:49:57,2025-04-18 7:23:57,8.6,9.5,16.9,31.4,14.5,1,0.334,16,35.4
RT-0011,1,STP-44737,39.403137,238.1106267,52.76,mountain,2025-01-25 19:31:18,2025-01-25 21:11:18,2025-01-25 19:04:18,2025-01-25 19:53:18,14.7,21.8,70.3,170.3,100,1,0.617,16,43.7
RT-0011,2,STP-14705,39.570476,237.8358657,30.04,mountain,2025-01-25 20:26:06,2025-01-25 23:10:12,2025-01-25 20:09:06,2025-01-25 20:38:06,15.3,15.8,40.1,97.1,57,1,0.513,4,38.1
RT-0011,3,STP-23173,39.466207,238.1114047,26.33,mountain,2025-01-25 21:16:30,2025-01-26 0:51:00,2025-01-25 21:05:30,2025-01-25 21:35:30,18.6,15.6,35.1,85,49.9,1,0.498,14,7.7
RT-0011,4,STP-79621,39.447231,238.1040837,2.2,mountain,2025-01-25 21:38:00,2025-01-26 1:13:36,2025-01-25 21:09:00,2025-01-25 22:00:00,7.7,7.2,2.9,7,4.1,1,0.551,8,25.1
RT-0011,5,STP-86435,39.285871,237.9716937,21.25,mountain,2025-01-25 22:14:00,2025-01-26 2:29:18,2025-01-25 22:04:00,2025-01-25 22:38:00,8.8,8.8,28.3,68.5,40.2,1,0.607,18,8.3
RT-0011,6,STP-67898,39.767141,238.2875947,59.98,mountain,2025-01-25 23:42:48,2025-01-26 5:51:48,2025-01-25 23:24:48,2025-01-26 0:06:48,9.5,14.9,80,193.7,113.7,1,0.596,7,50
RT-0011,7,STP-73335,39.263992,237.9238227,64.06,mountain,2025-01-26 1:17:42,2025-01-26 9:33:30,2025-01-26 0:58:42,2025-01-26 1:27:42,10.4,10.8,85.4,206.8,121.4,1,0.622,13,14.1
RT-0012,1,STP-67779,39.220019,237.9139207,41,urban,2025-06-25 20:41:38,2025-06-25 21:57:44,2025-06-25 20:21:38,2025-06-25 21:04:38,7,10.7,61.5,137.6,76.1,1,0.399,5,39.4
RT-0012,2,STP-57953,39.518511,238.2430957,43.62,urban,2025-06-25 21:54:02,2025-06-26 0:34:44,2025-06-25 21:29:02,2025-06-25 22:13:02,17.5,17.6,65.4,146.3,80.9,1,0.514,11,40.3
RT-0012,3,STP-71385,39.777736,237.7794577,49.06,urban,2025-06-25 23:25:08,2025-06-26 3:36:56,2025-06-25 23:03:08,2025-06-25 23:52:08,19.5,29,73.6,164.6,91,1,0.438,13,1.2
RT-0012,4,STP-80329,39.274153,237.9161547,57.21,urban,2025-06-26 1:10:26,2025-06-26 7:17:50,2025-06-26 0:48:26,2025-06-26 1:40:26,16.2,16.4,85.8,191.9,106.1,1,0.552,4,33.9
RT-0012,5,STP-71797,39.215015,238.2255447,27.44,urban,2025-06-26 2:07:50,2025-06-26 9:06:26,2025-06-26 1:50:50,2025-06-26 2:37:50,13.4,20.5,41.2,92.2,51,1,0.377,15,45.5
RT-0012,6,STP-49608,39.589544,237.7650097,57.45,urban,2025-06-26 3:47:26,2025-06-26 12:39:44,2025-06-26 3:22:26,2025-06-26 4:00:26,5.7,4.7,86.2,192.8,106.6,1,0.384,18,7.2
RT-0012,7,STP-69459,39.422607,238.2646317,46.71,urban,2025-06-26 5:03:14,2025-06-26 15:21:14,2025-06-26 4:35:14,2025-06-26 5:17:14,15.4,19,70.1,156.8,86.7,1,0.541,4,41.8
RT-0012,8,STP-90694,39.44487,238.2659167,2.48,urban,2025-06-26 5:22:20,2025-06-26 15:48:32,2025-06-26 4:58:20,2025-06-26 5:46:20,5.5,6,3.7,8.3,4.6,1,0.554,12,5.4
RT-0012,9,STP-99873,39.420401,238.2360217,3.74,urban,2025-06-26 5:33:26,2025-06-26 16:07:02,2025-06-26 5:15:26,2025-06-26 5:49:26,14.7,12.5,5.6,12.5,6.9,1,0.558,15,5
RT-0013,1,STP-88116,39.201701,238.2100477,51.6,urban,2025-03-07 1:33:19,2025-03-07 2:02:07,2025-03-07 1:15:19,2025-03-07 1:48:19,7.2,6.5,77.4,106.2,28.8,1,0.201,1,7
RT-0013,2,STP-56955,39.673991,237.8377627,61.48,urban,2025-03-07 3:12:43,2025-03-07 4:15:07,2025-03-07 3:01:43,2025-03-07 3:26:43,9.9,9.3,92.2,126.5,34.3,1,0.327,17,6.1
RT-0013,3,STP-18330,39.485748,238.1618137,34.78,urban,2025-03-07 4:14:49,2025-03-07 5:36:01,2025-03-07 3:48:49,2025-03-07 4:31:49,12.7,11.3,52.2,71.6,19.4,1,0.368,2,36.5
RT-0013,4,STP-96363,39.512871,237.9698297,16.75,urban,2025-03-07 4:52:37,2025-03-07 6:21:43,2025-03-07 4:27:37,2025-03-07 5:14:37,19.5,16.5,25.1,34.4,9.3,1,0.264,4,24.8
RT-0013,5,STP-68138,39.244094,237.7434777,35.66,urban,2025-03-07 6:05:37,2025-03-07 7:51:37,2025-03-07 5:47:37,2025-03-07 6:34:37,14.1,12,53.5,73.4,19.9,1,0.306,18,35.8
RT-0013,6,STP-59925,39.796777,238.0133377,65.67,urban,2025-03-07 7:58:13,2025-03-07 10:18:43,2025-03-07 7:45:13,2025-03-07 8:11:13,11.8,15.2,98.5,135.1,36.6,1,0.35,18,36.2
RT-0013,7,STP-38183,39.458042,238.2278587,41.91,urban,2025-03-07 9:12:55,2025-03-07 12:00:13,2025-03-07 8:50:55,2025-03-07 9:35:55,11.2,16.4,62.9,86.3,23.4,1,0.325,11,21.6
RT-0013,8,STP-97177,39.352934,238.2671597,12.17,urban,2025-03-07 9:42:25,2025-03-07 12:41:43,2025-03-07 9:30:25,2025-03-07 9:54:25,15.3,18,18.3,25.1,6.8,1,0.198,4,37.4
RT-0013,9,STP-58843,39.687062,238.0288257,42.41,urban,2025-03-07 11:01:19,2025-03-07 14:26:55,2025-03-07 10:41:19,2025-03-07 11:14:19,13.8,17.2,63.6,87.2,23.6,1,0.261,14,43.5
RT-0014,1,STP-91490,39.568144,238.0806227,16.59,highway,2025-04-23 11:28:49,2025-04-23 11:38:37,2025-04-23 11:10:49,2025-04-23 11:38:49,5.4,8.3,11.1,20.9,9.8,0,0.313,10,46.1
RT-0014,2,STP-56009,39.203663,238.2169217,42.19,highway,2025-04-23 12:02:19,2025-04-23 12:39:43,2025-04-23 11:48:19,2025-04-23 12:32:19,13.5,15.1,28.1,52.8,24.7,1,0.472,3,37.4
RT-0014,3,STP-38197,39.425717,237.9671907,32.73,highway,2025-04-23 12:37:37,2025-04-23 13:35:49,2025-04-23 12:17:37,2025-04-23 13:05:37,7.4,7.8,21.8,41,19.2,1,0.397,2,8.2
RT-0014,4,STP-90981,39.229857,237.7439527,29.03,highway,2025-04-23 13:04:25,2025-04-23 14:20:07,2025-04-23 12:35:25,2025-04-23 13:28:25,11.6,13.2,19.4,36.5,17.1,1,0.36,7,37.9
RT-0014,5,STP-24918,39.407104,237.7615377,19.77,highway,2025-04-23 13:29:13,2025-04-23 14:58:07,2025-04-23 13:03:13,2025-04-23 13:48:13,15.2,19.4,13.2,24.8,11.6,1,0.286,13,49.2
RT-0014,6,STP-17180,39.204612,237.8758557,24.57,highway,2025-04-23 14:00:49,2025-04-23 15:48:19,2025-04-23 13:42:49,2025-04-23 14:19:49,8.2,7.5,16.4,30.8,14.4,1,0.343,1,25.1
RT-0015,1,STP-93904,39.450616,237.7641077,25.84,mountain,2025-02-14 22:58:07,2025-02-15 0:47:43,2025-02-14 22:29:07,2025-02-14 23:22:07,5.3,5.6,34.5,144.1,109.6,1,0.728,12,4.9
RT-0015,2,STP-23875,39.34599,238.0483267,27.05,mountain,2025-02-14 23:39:31,2025-02-15 3:24:07,2025-02-14 23:20:31,2025-02-14 23:59:31,12.9,14.4,36.1,150.8,114.7,1,0.606,6,4.3
RT-0015,3,STP-92998,39.268416,238.0009747,9.54,mountain,2025-02-15 0:05:07,2025-02-15 4:31:37,2025-02-14 23:35:07,2025-02-15 0:19:07,18.6,20.1,12.7,53.1,40.4,1,0.609,5,13.2
RT-0015,4,STP-32740,39.561439,238.1511327,35.04,mountain,2025-02-15 1:10:25,2025-02-15 8:06:49,2025-02-15 0:40:25,2025-02-15 1:35:25,14.8,13.9,46.7,195.1,148.4,1,0.654,19,38.1
RT-0015,5,STP-68838,39.60868,238.2242327,8.18,mountain,2025-02-15 1:36:07,2025-02-15 9:06:13,2025-02-15 1:16:07,2025-02-15 2:06:07,14.6,23.2,10.9,45.5,34.6,1,0.625,15,3.9
RT-0016,1,STP-15376,39.46984,238.1808937,13.19,highway,2025-04-09 18:30:28,2025-04-09 18:30:04,2025-04-09 18:05:28,2025-04-09 18:56:28,14.8,15.6,8.8,8.4,-0.4,0,0,2,22.8
RT-0016,2,STP-55015,39.789431,237.7456007,51.5,highway,2025-04-09 19:19:34,2025-04-09 19:18:16,2025-04-09 18:55:34,2025-04-09 19:43:34,14.7,12.2,34.3,32.6,-1.7,0,0.075,20,8.4
RT-0016,3,STP-58870,39.750762,237.9274537,16.13,highway,2025-04-09 19:45:04,2025-04-09 19:40:46,2025-04-09 19:34:04,2025-04-09 20:15:04,16.6,22.3,10.8,10.3,-0.5,0,0.099,3,16.8
RT-0016,4,STP-83133,39.607028,237.8654917,16.84,highway,2025-04-09 20:12:52,2025-04-09 20:13:46,2025-04-09 19:43:52,2025-04-09 20:26:52,15.9,21.1,11.2,10.7,-0.5,0,0.037,19,33.3
RT-0016,5,STP-55851,39.386139,238.0886367,31.14,highway,2025-04-09 20:49:34,2025-04-09 20:54:40,2025-04-09 20:37:34,2025-04-09 21:08:34,14.9,13.5,20.8,19.8,-1,0,0.082,11,40.8
RT-0016,6,STP-97833,39.621699,238.2632687,30.18,highway,2025-04-09 21:24:34,2025-04-09 21:27:16,2025-04-09 21:12:34,2025-04-09 21:54:34,20,30.6,20.1,19.1,-1,0,0.104,17,18.4
RT-0017,1,STP-30218,39.297348,238.1938107,32.71,highway,2025-04-05 16:33:00,2025-04-05 16:34:36,2025-04-05 16:18:00,2025-04-05 16:57:00,16.6,24,21.8,23.4,1.6,0,0.007,12,34
RT-0017,2,STP-41133,39.781753,238.0613607,55.05,highway,2025-04-05 17:26:18,2025-04-05 17:38:00,2025-04-05 17:09:18,2025-04-05 17:53:18,16.3,23.3,36.7,39.4,2.7,0,0.046,16,45.2
RT-0017,3,STP-35430,39.420705,238.2632817,43.72,highway,2025-04-05 18:11:42,2025-04-05 18:32:30,2025-04-05 17:52:42,2025-04-05 18:33:42,19.8,23.2,29.1,31.2,2.1,0,0.099,14,48.3
RT-0017,4,STP-36174,39.680756,237.7780427,50.67,highway,2025-04-05 19:05:18,2025-04-05 19:32:00,2025-04-05 18:44:18,2025-04-05 19:32:18,8.8,11.6,33.8,36.3,2.5,0,0.185,17,42.6
